X,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,start_x,school
311,male,group B,bachelor's degree,standard,none,married,never,yes,3,school_bus,< 5,62,58,54,0,1
312,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,0,private,NA,67,61,68,0,1
313,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2,private,> 10,70,68,70,0,1
315,male,group C,high school,standard,none,married,regularly,no,3,private,10-May,73,66,66,0,1
316,female,group D,master's degree,standard,completed,widowed,never,yes,3,private,10-May,74,80,88,0,1
317,male,group C,associate's degree,standard,none,single,sometimes,no,1,school_bus,10-May,83,72,78,0,1
318,male,group B,bachelor's degree,standard,none,married,sometimes,yes,NA,private,< 5,61,69,67,0,1
319,female,group D,associate's degree,free/reduced,none,single,regularly,no,1,school_bus,< 5,55,64,63,0,1
320,female,group C,high school,free/reduced,NA,divorced,sometimes,yes,2,NA,< 5,64,77,82,0,1
321,female,group E,high school,standard,none,married,never,no,3,private,> 10,74,85,78,0,1
322,female,group C,some college,standard,none,married,regularly,yes,2,private,< 5,70,80,80,0,1
323,female,group C,some high school,free/reduced,none,married,sometimes,yes,5,private,10-May,40,52,51,0,1
324,female,group C,high school,free/reduced,none,divorced,sometimes,no,1,NA,< 5,39,45,42,0,1
325,female,group C,some college,standard,none,single,sometimes,yes,3,school_bus,10-May,82,90,94,0,1
326,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,10-May,61,61,62,0,1
327,male,group A,some college,free/reduced,none,married,regularly,yes,2,school_bus,> 10,29,23,19,0,1
328,male,group C,associate's degree,standard,completed,married,sometimes,yes,5,school_bus,10-May,82,75,77,0,1
329,female,group B,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,39,54,49,0,1
330,male,group C,high school,standard,none,single,regularly,yes,NA,school_bus,< 5,70,59,61,0,1
331,male,group C,associate's degree,standard,none,NA,sometimes,no,3,private,< 5,45,36,34,0,1
332,male,group E,associate's degree,standard,completed,married,never,no,3,school_bus,> 10,61,55,52,0,1
333,male,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,10-May,90,78,81,0,1
334,female,group C,bachelor's degree,standard,none,NA,sometimes,yes,1,NA,NA,83,93,95,0,1
335,female,group B,some college,free/reduced,none,married,regularly,yes,2,NA,10-May,62,69,67,0,1
336,male,group D,some high school,standard,completed,married,regularly,no,NA,private,10-May,78,71,70,0,1
337,male,group C,associate's degree,standard,none,single,regularly,yes,2,NA,10-May,50,51,44,0,1
338,female,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,23,37,26,0,1
339,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,10-May,35,55,60,0,1
340,male,group C,high school,free/reduced,none,married,regularly,yes,1,school_bus,> 10,61,62,54,0,1
341,female,group C,NA,standard,none,married,regularly,yes,0,NA,10-May,62,74,64,0,1
342,female,group B,NA,standard,completed,single,sometimes,yes,1,school_bus,< 5,66,74,72,0,1
343,male,group D,associate's degree,standard,completed,single,sometimes,yes,3,private,< 5,64,70,65,0,1
344,male,group D,some college,standard,none,NA,regularly,yes,2,school_bus,< 5,78,72,67,0,1
345,female,group C,high school,standard,none,married,sometimes,yes,4,private,10-May,72,80,75,0,1
346,male,group B,NA,standard,none,married,sometimes,no,2,school_bus,10-May,62,61,57,0,1
347,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0,NA,< 5,76,93,95,0,1
349,male,group E,associate's degree,standard,none,divorced,regularly,yes,2,private,> 10,92,76,79,0,1
350,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0,private,10-May,52,65,69,0,1
351,male,group E,some college,standard,none,married,NA,no,4,school_bus,> 10,67,57,53,0,1
352,female,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,61,76,78,0,1
353,female,group C,associate's degree,standard,none,married,regularly,no,1,private,< 5,45,57,57,0,1
354,female,group C,some college,standard,none,married,never,yes,2,NA,< 5,55,68,66,0,1
355,female,group B,bachelor's degree,standard,none,single,regularly,no,3,school_bus,> 10,64,74,73,0,1
356,male,group A,NA,standard,none,married,sometimes,no,2,private,10-May,63,61,61,0,1
357,female,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,< 5,40,65,67,0,1
359,female,group D,some college,standard,none,divorced,sometimes,no,1,private,< 5,77,88,87,0,1
360,female,group B,high school,standard,none,married,never,yes,1,school_bus,10-May,56,61,57,0,1
361,male,group B,some high school,standard,completed,single,regularly,yes,3,private,10-May,87,85,79,0,1
362,female,group C,some college,standard,none,single,regularly,no,2,private,10-May,53,58,59,0,1
363,female,group D,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,26,33,31,0,1
364,male,group C,some college,standard,none,divorced,regularly,yes,1,school_bus,10-May,60,60,59,0,1
365,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,> 10,51,59,62,0,1
366,male,group C,high school,standard,completed,married,sometimes,yes,2,NA,10-May,69,58,53,0,1
367,male,group C,bachelor's degree,free/reduced,none,married,regularly,NA,3,private,> 10,64,67,63,0,1
368,female,group A,some high school,free/reduced,none,single,sometimes,yes,2,private,10-May,44,64,58,0,1
369,female,group D,some high school,standard,none,single,regularly,yes,5,school_bus,10-May,71,83,84,0,1
370,male,group E,some college,standard,none,married,regularly,yes,3,private,10-May,86,78,72,0,1
371,female,group C,some college,free/reduced,completed,single,sometimes,no,4,school_bus,10-May,45,73,70,0,1
372,male,group D,some high school,standard,none,single,sometimes,yes,0,private,> 10,76,75,73,0,1
373,female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,84,98,97,0,1
374,female,group D,bachelor's degree,standard,none,married,sometimes,yes,0,NA,> 10,60,71,74,0,1
376,female,group D,some high school,standard,none,single,sometimes,no,2,school_bus,> 10,82,91,83,0,1
377,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,NA,private,10-May,85,95,100,0,1
378,female,group A,some high school,standard,none,single,sometimes,no,1,private,> 10,73,84,78,0,1
379,male,group A,bachelor's degree,standard,none,married,regularly,yes,1,private,10-May,67,64,63,0,1
380,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,10-May,80,86,83,0,1
381,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0,private,< 5,84,98,93,0,1
382,male,group C,master's degree,free/reduced,none,married,sometimes,no,2,NA,10-May,79,82,73,0,1
383,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3,private,> 10,40,50,47,0,1
384,female,group A,some high school,free/reduced,none,divorced,never,no,5,private,10-May,35,41,40,0,1
385,female,group E,some college,standard,none,divorced,regularly,yes,2,private,10-May,69,77,76,0,1
386,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,62,71,68,0,1
387,female,group C,NA,free/reduced,none,widowed,regularly,yes,4,school_bus,10-May,58,79,68,0,1
388,female,group D,high school,standard,none,single,sometimes,yes,3,private,10-May,62,64,64,0,1
389,male,group D,master's degree,standard,none,married,sometimes,no,1,school_bus,< 5,71,70,75,0,1
390,male,group E,some high school,free/reduced,completed,single,regularly,yes,0,private,10-May,75,68,60,0,1
391,female,group D,some college,standard,none,single,sometimes,no,3,private,< 5,74,66,75,0,1
392,male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,78,68,68,0,1
393,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4,private,> 10,60,55,58,0,1
394,female,group C,some high school,standard,completed,single,sometimes,no,NA,school_bus,10-May,65,74,77,0,1
396,female,group B,high school,free/reduced,none,married,never,no,5,school_bus,10-May,48,65,61,0,1
398,male,group B,some high school,standard,none,single,regularly,yes,0,school_bus,< 5,73,62,57,0,1
399,male,group D,some high school,standard,none,single,never,no,4,private,< 5,56,57,51,0,1
400,female,group C,some high school,standard,completed,married,regularly,yes,3,private,10-May,60,54,68,0,1
401,male,group A,some college,standard,NA,married,sometimes,no,1,school_bus,NA,53,43,43,0,1
402,female,group A,some college,free/reduced,none,married,regularly,no,2,school_bus,> 10,51,66,57,0,1
403,female,group D,high school,standard,completed,single,sometimes,yes,4,private,10-May,88,99,100,0,1
404,female,group C,high school,standard,none,single,regularly,yes,0,school_bus,10-May,55,59,63,0,1
405,female,group C,some high school,standard,none,married,regularly,yes,NA,NA,< 5,62,72,68,0,1
406,male,group B,associate's degree,standard,completed,married,regularly,no,3,school_bus,> 10,68,66,65,0,1
407,female,group B,associate's degree,standard,NA,married,regularly,yes,3,school_bus,10-May,84,81,78,0,1
408,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,10-May,52,57,56,0,1
409,male,group D,associate's degree,standard,completed,widowed,never,no,5,school_bus,> 10,86,83,84,0,1
410,female,group D,master's degree,standard,completed,NA,regularly,yes,2,private,10-May,72,73,78,0,1
411,male,NA,some college,standard,completed,widowed,regularly,yes,4,school_bus,10-May,86,84,79,0,1
412,male,group D,associate's degree,standard,none,married,sometimes,yes,3,private,NA,71,66,60,0,1
414,female,group C,NA,free/reduced,NA,married,regularly,yes,3,school_bus,10-May,52,73,80,0,1
415,male,group E,high school,standard,none,single,regularly,no,3,private,10-May,86,74,70,0,1
416,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,< 5,68,72,66,0,1
417,male,group C,associate's degree,standard,none,married,sometimes,yes,3,NA,< 5,71,71,65,0,1
418,male,group D,some college,standard,none,married,regularly,no,4,private,10-May,70,59,63,0,1
419,male,group E,high school,free/reduced,completed,married,sometimes,no,3,private,10-May,57,56,54,0,1
421,female,group D,high school,standard,completed,married,regularly,no,2,NA,< 5,56,57,64,0,1
422,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0,private,> 10,47,59,68,0,1
423,female,group A,some high school,standard,completed,married,sometimes,yes,0,NA,< 5,57,83,78,0,1
424,male,NA,some college,free/reduced,none,married,NA,no,2,private,10-May,41,39,34,0,1
425,female,NA,some college,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,60,65,60,0,1
426,male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,10-May,88,84,88,0,1
427,male,group C,some high school,free/reduced,none,single,regularly,yes,0,private,10-May,71,72,66,0,1
428,male,group A,some high school,free/reduced,NA,single,sometimes,yes,1,private,NA,65,59,53,0,1
429,male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,70,63,55,0,1
430,male,NA,associate's degree,free/reduced,none,married,sometimes,NA,1,private,< 5,62,65,57,0,1
431,female,group C,high school,standard,none,single,sometimes,yes,3,school_bus,NA,61,72,70,0,1
432,male,group C,high school,standard,none,single,never,yes,4,school_bus,< 5,57,54,52,0,1
433,female,group A,some high school,free/reduced,none,divorced,sometimes,no,NA,school_bus,< 5,45,58,49,0,1
434,male,group C,NA,standard,none,married,sometimes,no,1,NA,> 10,75,66,67,0,1
435,male,NA,some college,free/reduced,completed,married,sometimes,no,7,private,10-May,50,48,53,0,1
436,male,group D,associate's degree,standard,none,married,regularly,yes,3,school_bus,10-May,77,69,65,0,1
437,male,group D,NA,free/reduced,none,divorced,sometimes,yes,1,private,10-May,75,66,73,0,1
438,male,group C,high school,standard,NA,single,regularly,yes,0,school_bus,< 5,69,55,51,0,1
439,male,group D,some high school,standard,completed,married,sometimes,NA,0,school_bus,10-May,89,88,82,0,1
440,female,group C,NA,standard,completed,single,regularly,no,1,school_bus,10-May,69,82,80,0,1
441,female,group D,high school,standard,none,married,sometimes,yes,2,NA,NA,78,81,80,0,1
442,female,group A,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,10-May,59,73,69,0,1
443,female,NA,associate's degree,standard,none,NA,sometimes,no,1,school_bus,< 5,70,81,74,0,1
444,male,group A,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,10-May,79,82,73,0,1
445,female,group C,some high school,standard,completed,divorced,regularly,NA,3,NA,10-May,69,75,78,0,1
446,male,group D,some college,free/reduced,none,NA,regularly,yes,1,school_bus,> 10,73,67,62,0,1
447,male,group C,high school,standard,completed,single,regularly,yes,2,school_bus,> 10,91,83,83,0,1
448,male,group B,high school,standard,none,widowed,regularly,yes,4,school_bus,10-May,48,46,43,0,1
449,male,group B,associate's degree,standard,none,single,regularly,yes,NA,school_bus,10-May,83,74,73,0,1
450,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3,private,10-May,64,85,85,0,1
451,female,group E,some college,standard,none,married,sometimes,NA,5,school_bus,10-May,100,92,97,0,1
452,female,group C,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,> 10,68,79,77,0,1
453,male,group C,some college,free/reduced,none,married,never,yes,3,private,> 10,64,57,48,0,1
454,female,group C,associate's degree,free/reduced,none,NA,regularly,yes,3,private,10-May,54,61,63,0,1
455,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0,school_bus,10-May,37,56,47,0,1
456,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,3,school_bus,10-May,79,89,89,0,1
457,male,group D,associate's degree,free/reduced,none,single,regularly,yes,1,NA,10-May,54,54,49,0,1
458,female,group E,bachelor's degree,standard,none,married,regularly,NA,2,school_bus,NA,100,100,100,0,1
459,male,group B,high school,standard,NA,married,sometimes,no,4,NA,10-May,72,65,68,0,1
460,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,private,< 5,52,57,55,0,1
461,male,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,10-May,54,54,45,0,1
462,female,group E,some college,standard,none,divorced,never,no,1,private,10-May,68,68,74,0,1
463,female,group C,some college,free/reduced,none,widowed,sometimes,yes,4,school_bus,10-May,77,90,91,0,1
464,male,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,NA,private,10-May,75,58,62,0,1
465,female,group C,some college,standard,none,married,sometimes,no,4,NA,10-May,84,87,91,0,1
466,female,group D,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,> 10,26,31,38,0,1
467,male,group A,high school,free/reduced,completed,married,regularly,no,7,school_bus,> 10,76,69,67,0,1
468,female,group A,high school,free/reduced,completed,single,regularly,yes,3,private,10-May,79,89,87,0,1
469,male,NA,some college,standard,none,married,regularly,yes,2,private,10-May,93,75,77,0,1
470,female,group C,associate's degree,standard,completed,divorced,sometimes,no,1,private,10-May,83,85,90,0,1
471,female,group C,high school,standard,NA,married,regularly,yes,0,private,< 5,62,68,74,0,1
472,female,group C,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,10-May,68,86,84,0,1
473,female,group D,some high school,standard,none,married,sometimes,no,5,private,> 10,57,66,60,0,1
474,female,group B,associate's degree,standard,NA,single,sometimes,yes,2,private,10-May,90,90,91,0,1
