student_ID,ParentEduc,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,WritingScore,School
612,bachelor's degree,yes,0,private,< 5,89,1
614,associate's degree,no,4,school_bus,5 to 10,93,1
615,high school,yes,1,school_bus,5 to 10,72,1
616,bachelor's degree,NA,4,school_bus,5 to 10,38,1
617,bachelor's degree,no,3,NA,5 to 10,83,1
618,master's degree,yes,1,school_bus,5 to 10,86,1
619,associate's degree,no,3,NA,< 5,64,1
620,high school,yes,2,school_bus,> 10,55,1
621,NA,NA,3,private,5 to 10,57,1
622,high school,yes,2,private,> 10,53,1
623,some college,yes,4,private,5 to 10,83,1
624,bachelor's degree,no,2,private,< 5,62,1
625,some college,yes,0,NA,< 5,99,1
626,associate's degree,yes,1,school_bus,5 to 10,61,1
627,associate's degree,no,1,school_bus,NA,46,1
628,some college,no,2,school_bus,5 to 10,47,1
629,some high school,yes,0,school_bus,5 to 10,56,1
630,some college,yes,1,private,5 to 10,68,1
631,high school,yes,2,private,5 to 10,66,1
632,bachelor's degree,yes,2,school_bus,> 10,82,1
633,high school,no,5,school_bus,5 to 10,85,1
635,high school,yes,0,school_bus,5 to 10,64,1
637,some high school,NA,2,private,< 5,84,1
638,some college,yes,2,private,5 to 10,75,1
639,NA,yes,2,school_bus,5 to 10,71,1
640,high school,no,3,school_bus,> 10,52,1
641,associate's degree,yes,1,school_bus,> 10,91,1
642,some high school,yes,2,private,< 5,75,1
643,high school,yes,NA,private,5 to 10,82,1
644,high school,yes,1,school_bus,< 5,58,1
645,bachelor's degree,yes,1,school_bus,5 to 10,78,1
646,associate's degree,yes,4,school_bus,> 10,67,1
647,NA,yes,2,private,< 5,66,1
648,high school,yes,2,private,5 to 10,56,1
649,some college,yes,NA,private,5 to 10,78,1
650,some high school,yes,3,NA,> 10,54,1
651,high school,yes,7,private,5 to 10,77,1
652,some college,yes,2,school_bus,< 5,96,1
653,associate's degree,no,2,school_bus,5 to 10,74,1
654,some high school,yes,1,school_bus,5 to 10,79,1
655,some college,no,1,school_bus,NA,67,1
656,associate's degree,no,5,school_bus,> 10,65,1
657,some high school,no,1,school_bus,> 10,62,1
658,associate's degree,yes,3,school_bus,5 to 10,58,1
659,associate's degree,yes,4,private,5 to 10,85,1
661,some high school,no,2,NA,5 to 10,61,1
662,some college,yes,2,private,< 5,69,1
663,high school,yes,5,school_bus,5 to 10,67,1
664,associate's degree,yes,1,private,NA,64,1
665,some high school,no,2,NA,5 to 10,60,1
666,some college,yes,2,school_bus,5 to 10,71,1
667,bachelor's degree,no,4,school_bus,< 5,85,1
668,some college,yes,5,NA,5 to 10,62,1
669,associate's degree,yes,3,private,5 to 10,77,1
670,high school,no,2,school_bus,< 5,64,1
671,associate's degree,yes,0,school_bus,< 5,49,1
672,some college,yes,1,private,5 to 10,77,1
673,associate's degree,no,2,private,5 to 10,84,1
674,high school,yes,2,private,5 to 10,79,1
675,some college,yes,2,NA,5 to 10,66,1
676,some college,yes,NA,school_bus,5 to 10,76,1
677,NA,no,1,school_bus,> 10,77,1
678,associate's degree,yes,1,NA,5 to 10,79,1
679,some college,yes,3,school_bus,5 to 10,60,1
680,high school,yes,6,school_bus,< 5,74,1
682,high school,yes,2,school_bus,5 to 10,55,1
683,NA,yes,2,private,5 to 10,45,1
684,some college,yes,1,school_bus,< 5,68,1
685,master's degree,yes,2,school_bus,> 10,100,1
686,some college,yes,0,school_bus,5 to 10,68,1
687,associate's degree,yes,2,school_bus,> 10,76,1
688,high school,yes,2,school_bus,5 to 10,44,1
689,some college,yes,3,private,5 to 10,83,1
690,associate's degree,yes,5,school_bus,5 to 10,51,1
691,associate's degree,no,1,private,< 5,76,1
692,NA,yes,0,private,> 10,82,1
693,associate's degree,yes,2,school_bus,5 to 10,74,1
694,some high school,yes,1,school_bus,5 to 10,56,1
695,some college,no,2,school_bus,> 10,87,1
696,associate's degree,yes,1,school_bus,< 5,88,1
697,bachelor's degree,no,3,private,< 5,68,1
698,associate's degree,yes,2,school_bus,5 to 10,79,1
699,high school,yes,3,private,5 to 10,57,1
700,bachelor's degree,yes,4,school_bus,5 to 10,84,1
701,some high school,no,2,school_bus,NA,70,1
702,bachelor's degree,yes,NA,school_bus,< 5,87,1
703,NA,yes,2,private,5 to 10,65,1
704,some high school,yes,3,school_bus,< 5,62,1
705,NA,yes,2,school_bus,5 to 10,66,1
706,high school,yes,2,private,5 to 10,36,1
707,some college,yes,3,private,5 to 10,52,1
708,high school,yes,2,school_bus,< 5,75,1
709,associate's degree,yes,0,school_bus,5 to 10,58,1
710,some college,yes,0,NA,5 to 10,90,1
711,some high school,yes,2,school_bus,5 to 10,85,1
712,some college,yes,3,school_bus,5 to 10,99,1
713,master's degree,no,1,school_bus,< 5,84,1
714,some high school,no,1,school_bus,> 10,77,1
715,associate's degree,yes,0,private,< 5,87,1
716,associate's degree,yes,1,NA,< 5,68,1
717,associate's degree,yes,4,private,5 to 10,99,1
718,high school,yes,3,NA,5 to 10,75,1
719,associate's degree,NA,0,school_bus,< 5,76,1
720,some college,no,2,private,5 to 10,71,1
721,some high school,yes,1,school_bus,5 to 10,60,1
722,some high school,yes,2,school_bus,< 5,88,1
723,high school,no,2,school_bus,5 to 10,43,1
724,some college,yes,4,school_bus,> 10,41,1
725,some college,yes,4,NA,< 5,67,1
726,NA,yes,3,school_bus,> 10,78,1
727,some high school,yes,0,school_bus,5 to 10,58,1
728,high school,yes,1,private,< 5,82,1
729,some college,no,3,private,< 5,37,1
730,associate's degree,yes,5,private,< 5,78,1
731,some high school,NA,0,NA,< 5,42,1
732,some college,yes,2,private,> 10,93,1
733,NA,yes,NA,NA,5 to 10,44,1
734,some college,yes,1,school_bus,> 10,56,1
735,master's degree,no,5,private,< 5,57,1
736,associate's degree,yes,0,NA,5 to 10,86,1
737,some college,no,6,school_bus,5 to 10,73,1
738,associate's degree,no,2,school_bus,5 to 10,73,1
739,high school,yes,0,private,5 to 10,56,1
740,bachelor's degree,yes,2,NA,> 10,71,1
741,associate's degree,yes,1,school_bus,5 to 10,56,1
742,high school,yes,4,private,5 to 10,82,1
743,associate's degree,yes,4,school_bus,5 to 10,72,1
744,some college,yes,2,private,5 to 10,48,1
745,associate's degree,no,4,private,< 5,74,1
746,high school,yes,1,NA,5 to 10,72,1
747,some college,yes,1,school_bus,5 to 10,68,1
748,bachelor's degree,no,4,school_bus,5 to 10,59,1
749,some college,yes,4,school_bus,5 to 10,86,1
750,some high school,no,2,school_bus,NA,68,1
751,some college,yes,1,private,> 10,64,1
752,master's degree,yes,1,private,NA,75,1
753,some high school,no,1,private,5 to 10,85,1
754,associate's degree,yes,4,school_bus,5 to 10,54,1
755,associate's degree,yes,4,school_bus,> 10,93,1
756,some college,no,2,private,> 10,53,1
757,bachelor's degree,no,NA,NA,5 to 10,72,1
758,some college,yes,5,private,5 to 10,66,1
759,some college,yes,1,school_bus,5 to 10,77,1
760,high school,yes,1,school_bus,5 to 10,64,1
761,some high school,yes,1,school_bus,5 to 10,54,1
762,some high school,no,4,school_bus,5 to 10,83,1
763,high school,yes,2,private,5 to 10,61,1
764,some college,yes,0,school_bus,5 to 10,59,1
765,high school,yes,0,school_bus,5 to 10,72,1
766,high school,yes,1,NA,< 5,77,1
767,high school,yes,0,school_bus,5 to 10,60,1
768,some high school,yes,1,private,> 10,74,1
769,some college,yes,1,school_bus,5 to 10,55,1
770,high school,yes,0,private,< 5,48,1
771,bachelor's degree,yes,3,school_bus,> 10,77,1
772,some high school,yes,0,school_bus,< 5,68,1
773,bachelor's degree,yes,3,school_bus,5 to 10,79,1
774,NA,no,3,school_bus,5 to 10,58,1
775,some high school,yes,4,private,< 5,55,1
776,high school,no,1,private,< 5,70,1
777,some college,no,4,private,5 to 10,44,1
778,NA,yes,NA,NA,> 10,83,1
779,associate's degree,no,1,school_bus,5 to 10,84,1
780,associate's degree,no,2,school_bus,5 to 10,58,1
781,master's degree,yes,1,school_bus,< 5,84,1
782,NA,no,4,school_bus,5 to 10,82,1
783,associate's degree,yes,4,school_bus,5 to 10,62,1
784,bachelor's degree,no,3,school_bus,< 5,77,1
785,some high school,no,2,private,5 to 10,44,1
786,some high school,yes,1,school_bus,5 to 10,78,1
787,some college,no,4,private,< 5,32,1
788,associate's degree,yes,1,school_bus,5 to 10,62,1
789,master's degree,yes,3,private,5 to 10,61,1
790,high school,yes,NA,private,> 10,61,1
791,some college,yes,2,school_bus,> 10,73,1
792,high school,yes,0,school_bus,< 5,69,1
793,some high school,no,1,private,< 5,73,1
794,high school,yes,1,school_bus,5 to 10,52,1
795,associate's degree,no,3,private,5 to 10,74,1
796,high school,yes,0,private,5 to 10,70,1
797,associate's degree,yes,0,school_bus,5 to 10,81,1
798,NA,no,4,private,5 to 10,54,1
799,associate's degree,yes,NA,school_bus,5 to 10,55,1
800,some high school,no,2,NA,5 to 10,68,1
803,some college,yes,1,school_bus,5 to 10,89,1
804,some college,yes,3,school_bus,5 to 10,76,1
805,some college,yes,3,NA,< 5,72,1
806,some college,yes,2,school_bus,< 5,73,1
807,high school,no,4,NA,> 10,40,1
808,high school,yes,5,private,5 to 10,69,1
809,bachelor's degree,yes,3,school_bus,5 to 10,51,1
810,some high school,no,1,private,5 to 10,36,1
811,high school,yes,1,school_bus,> 10,49,1
812,master's degree,yes,3,school_bus,< 5,67,1
813,some high school,yes,2,school_bus,> 10,77,1
814,high school,yes,NA,school_bus,> 10,84,1
815,some high school,no,2,NA,5 to 10,89,1
817,bachelor's degree,yes,0,school_bus,5 to 10,77,1
818,high school,yes,1,private,5 to 10,68,1
819,some high school,no,3,private,< 5,86,1
820,some high school,yes,3,school_bus,5 to 10,92,1
822,some college,yes,1,private,5 to 10,52,1
824,some high school,no,3,private,> 10,53,1
825,high school,NA,0,school_bus,< 5,58,1
826,associate's degree,yes,3,school_bus,5 to 10,70,1
827,some high school,yes,2,school_bus,< 5,76,1
829,some high school,yes,0,school_bus,< 5,53,1
830,some college,yes,3,school_bus,> 10,59,1
831,bachelor's degree,NA,NA,school_bus,5 to 10,91,1
832,bachelor's degree,yes,1,school_bus,> 10,57,1
834,some college,yes,2,school_bus,5 to 10,46,1
835,high school,yes,2,school_bus,5 to 10,75,1
836,high school,no,3,private,> 10,59,1
837,high school,yes,6,school_bus,> 10,82,1
838,associate's degree,yes,1,school_bus,< 5,53,1
840,high school,yes,4,school_bus,5 to 10,46,1
841,some high school,yes,0,school_bus,5 to 10,52,1
842,high school,no,2,private,> 10,36,1
843,some college,yes,2,school_bus,> 10,77,1
844,some high school,yes,0,school_bus,< 5,64,1
845,master's degree,yes,1,private,< 5,84,1
846,master's degree,yes,7,private,5 to 10,85,1
848,high school,no,4,private,5 to 10,69,1
849,associate's degree,yes,0,school_bus,5 to 10,70,1
850,master's degree,yes,2,NA,5 to 10,67,1
851,high school,yes,3,private,< 5,61,1
852,some college,no,1,NA,< 5,93,1
853,some high school,no,2,private,< 5,58,1
854,some high school,yes,2,school_bus,5 to 10,55,1
855,bachelor's degree,yes,0,private,< 5,96,1
856,some college,no,1,school_bus,5 to 10,66,1
857,bachelor's degree,no,2,private,5 to 10,83,1
858,high school,NA,3,school_bus,5 to 10,47,1
859,associate's degree,yes,3,school_bus,5 to 10,72,1
860,associate's degree,yes,NA,school_bus,5 to 10,51,1
861,master's degree,yes,4,school_bus,> 10,88,1
862,bachelor's degree,no,2,private,< 5,37,1
863,some college,yes,1,private,< 5,80,1
864,associate's degree,yes,3,school_bus,5 to 10,93,1
865,NA,no,3,school_bus,5 to 10,85,1
867,associate's degree,no,1,NA,< 5,41,1
868,associate's degree,yes,3,school_bus,> 10,73,1
869,associate's degree,NA,2,school_bus,> 10,53,1
870,high school,yes,1,school_bus,5 to 10,47,1
872,associate's degree,yes,1,private,5 to 10,78,1
873,associate's degree,yes,1,school_bus,< 5,78,1
874,bachelor's degree,yes,3,private,< 5,59,1
875,NA,no,7,school_bus,5 to 10,66,1
876,some college,yes,3,school_bus,5 to 10,84,1
877,some high school,yes,2,private,5 to 10,54,1
878,some high school,no,3,private,NA,82,1
879,associate's degree,no,3,school_bus,5 to 10,74,1
880,bachelor's degree,yes,3,school_bus,< 5,64,1
881,bachelor's degree,no,3,school_bus,< 5,70,1
882,high school,yes,5,private,> 10,74,1
883,bachelor's degree,yes,1,school_bus,> 10,44,1
884,associate's degree,yes,0,NA,< 5,51,1
885,associate's degree,no,NA,school_bus,5 to 10,80,1
886,associate's degree,yes,NA,school_bus,> 10,99,1
888,some college,no,3,school_bus,5 to 10,74,1
889,high school,no,3,school_bus,< 5,47,1
890,some college,no,1,private,5 to 10,93,1
891,associate's degree,yes,1,school_bus,5 to 10,87,1
892,master's degree,yes,2,school_bus,NA,75,1
893,some high school,yes,0,private,> 10,76,1
894,associate's degree,yes,3,school_bus,< 5,65,1
895,NA,no,5,private,5 to 10,38,1
896,high school,yes,3,school_bus,5 to 10,27,1
897,some high school,yes,3,private,< 5,79,1
898,NA,no,3,school_bus,< 5,61,1
899,some high school,yes,1,private,5 to 10,82,1
900,master's degree,no,3,private,5 to 10,89,1
901,master's degree,yes,2,school_bus,5 to 10,76,1
902,high school,yes,0,NA,< 5,40,1
903,bachelor's degree,yes,0,private,5 to 10,100,1
904,some high school,yes,4,school_bus,5 to 10,86,1
905,NA,yes,2,private,< 5,73,1
906,NA,yes,0,private,< 5,51,1
907,some college,NA,5,private,> 10,95,1
908,bachelor's degree,no,1,school_bus,5 to 10,72,1
909,bachelor's degree,no,1,private,< 5,68,1
910,bachelor's degree,yes,3,private,5 to 10,48,1
911,some college,no,1,school_bus,5 to 10,84,1
912,bachelor's degree,yes,3,private,5 to 10,66,1
913,bachelor's degree,yes,2,school_bus,< 5,66,1
914,associate's degree,yes,2,school_bus,> 10,56,1
915,some college,no,2,private,5 to 10,67,1
916,bachelor's degree,yes,7,private,5 to 10,100,1
917,high school,yes,1,private,< 5,52,1
918,associate's degree,yes,0,private,5 to 10,82,1
919,some college,yes,1,school_bus,5 to 10,91,1
920,high school,NA,1,private,5 to 10,68,1
922,high school,no,1,school_bus,< 5,66,1
923,associate's degree,no,1,school_bus,5 to 10,65,1
924,high school,yes,0,school_bus,5 to 10,69,1
925,some high school,no,2,school_bus,5 to 10,61,1
926,NA,yes,0,NA,NA,52,1
927,high school,yes,1,school_bus,> 10,72,1
928,associate's degree,yes,0,school_bus,5 to 10,44,1
929,some high school,yes,2,private,< 5,48,1
931,some college,yes,2,NA,< 5,62,1
932,associate's degree,yes,2,private,5 to 10,74,1
933,NA,yes,5,private,< 5,72,1
934,associate's degree,no,2,school_bus,> 10,91,1
935,some college,yes,0,private,5 to 10,59,1
936,associate's degree,no,1,school_bus,5 to 10,51,1
937,high school,yes,1,private,< 5,57,1
938,some college,yes,1,private,5 to 10,85,1
939,some high school,yes,4,private,NA,70,1
940,master's degree,yes,0,school_bus,5 to 10,72,1
941,master's degree,no,1,school_bus,5 to 10,100,1
942,high school,yes,0,private,< 5,64,1
943,some high school,no,3,school_bus,5 to 10,61,1
944,high school,yes,3,private,< 5,59,1
945,associate's degree,no,1,school_bus,5 to 10,59,1
946,high school,yes,3,private,< 5,78,1
947,some college,yes,1,private,< 5,58,1
948,some high school,no,1,school_bus,< 5,52,1
949,high school,yes,3,private,> 10,74,1
950,high school,yes,0,private,5 to 10,69,1
951,some college,yes,3,NA,NA,85,1
952,some high school,yes,1,private,5 to 10,72,1
953,high school,no,3,private,5 to 10,54,1
954,some college,yes,2,private,< 5,67,1
955,associate's degree,no,5,school_bus,> 10,64,1
956,some college,yes,0,private,5 to 10,83,1
957,master's degree,yes,4,school_bus,NA,100,1
958,high school,yes,1,school_bus,< 5,59,1
959,high school,NA,3,private,5 to 10,71,1
960,some college,no,2,school_bus,5 to 10,65,1
961,some high school,yes,4,school_bus,5 to 10,54,1
962,associate's degree,no,3,school_bus,5 to 10,100,1
963,some high school,yes,1,school_bus,5 to 10,73,1
964,NA,no,4,school_bus,5 to 10,58,1
965,some college,yes,NA,school_bus,5 to 10,73,1
966,some high school,yes,1,school_bus,5 to 10,65,1
967,some college,yes,4,school_bus,< 5,57,1
968,associate's degree,yes,1,school_bus,NA,68,1
969,bachelor's degree,yes,1,school_bus,5 to 10,78,1
970,bachelor's degree,yes,0,school_bus,5 to 10,100,1
971,some high school,yes,2,school_bus,> 10,72,1
972,high school,NA,3,school_bus,5 to 10,61,1
973,some college,yes,3,NA,< 5,61,1
974,NA,no,2,school_bus,< 5,65,1
977,associate's degree,yes,1,school_bus,< 5,56,1
978,high school,yes,5,private,< 5,48,1
979,associate's degree,no,3,private,5 to 10,94,1
980,high school,yes,1,private,5 to 10,23,1
981,some high school,no,2,school_bus,5 to 10,79,1
982,some high school,yes,4,NA,< 5,84,1
983,some college,yes,1,NA,> 10,95,1
984,some high school,yes,6,school_bus,5 to 10,81,1
985,high school,no,1,private,< 5,54,1
986,associate's degree,yes,NA,NA,5 to 10,49,1
987,some high school,yes,0,school_bus,5 to 10,77,1
988,some high school,no,5,school_bus,5 to 10,43,1
989,some college,yes,3,school_bus,5 to 10,85,1
990,high school,yes,1,school_bus,5 to 10,76,1
991,some high school,no,1,school_bus,5 to 10,79,1
992,associate's degree,yes,1,school_bus,5 to 10,76,1
993,bachelor's degree,yes,3,school_bus,5 to 10,74,1
994,high school,no,7,school_bus,> 10,64,1
995,master's degree,no,2,school_bus,5 to 10,95,1
996,high school,yes,2,school_bus,< 5,55,1
997,high school,no,2,school_bus,5 to 10,65,1
998,NA,yes,3,school_bus,5 to 10,77,1
999,some college,yes,1,school_bus,> 10,89,1
0,some college,yes,0,private,5 to 10,82,2
1,some college,yes,1,school_bus,< 5,98,2
2,some high school,no,1,private,5 to 10,66,2
3,bachelor's degree,no,NA,private,NA,63,2
4,some college,yes,2,private,5 to 10,54,2
5,NA,yes,0,school_bus,< 5,69,2
6,some high school,yes,3,private,< 5,73,2
7,some high school,no,1,private,< 5,81,2
8,associate's degree,yes,NA,private,> 10,76,2
9,some high school,no,2,school_bus,> 10,62,2
10,bachelor's degree,yes,4,school_bus,< 5,100,2
11,associate's degree,yes,3,school_bus,< 5,52,2
12,high school,yes,2,private,5 to 10,88,2
13,some college,yes,1,school_bus,< 5,62,2
14,associate's degree,yes,0,school_bus,< 5,75,2
15,master's degree,no,1,private,5 to 10,96,2
16,high school,yes,1,school_bus,5 to 10,66,2
18,high school,yes,1,school_bus,5 to 10,46,2
19,high school,yes,2,NA,> 10,79,2
20,master's degree,yes,0,NA,> 10,68,2
21,bachelor's degree,yes,3,private,5 to 10,86,2
22,some college,yes,2,school_bus,< 5,81,2
23,master's degree,yes,0,school_bus,> 10,85,2
24,some college,yes,0,private,5 to 10,64,2
25,master's degree,no,1,private,5 to 10,76,2
26,some college,yes,4,NA,< 5,52,2
27,associate's degree,yes,0,private,5 to 10,89,2
28,high school,yes,2,school_bus,< 5,59,2
29,master's degree,no,4,school_bus,> 10,80,2
30,associate's degree,no,3,private,> 10,68,2
31,some college,yes,2,school_bus,> 10,77,2
32,bachelor's degree,yes,3,school_bus,5 to 10,68,2
33,high school,yes,NA,school_bus,< 5,39,2
